# Source: GeoNames JP dump (https://download.geonames.org/export/dump/JP.zip)
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Columns: display_name	lat	lon	feature_code	population	search_terms
Sakurayamachō (Yamaguchi)	33.96027	130.92186	PPL	0	sakurayamachō|sakurayamacho|桜山町|yamaguchi|やまぐち|やまぐちけん|ヤマグチ|ヤマグチケン|山口|山口县|山口県|山口縣|やまぐち桜山町|やまぐちけん桜山町|ヤマグチ桜山町|ヤマグチケン桜山町|山口桜山町|山口县桜山町|山口県桜山町|山口縣桜山町
Sakurayamamachi (Kumamoto)	32.9652	130.45842	PPL	0	sakurayamamachi|さくらやままち|サクラヤママチ|桜山町|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとさくらやままち|くまもとサクラヤママチ|くまもと桜山町|くまもとけんさくらやままち|くまもとけんサクラヤママチ|くまもとけん桜山町|クマモトさくらやままち|クマモトサクラヤママチ|クマモト桜山町|クマモトケンさくらやままち|クマモトケンサクラヤママチ|クマモトケン桜山町|熊本さくらやままち|熊本サクラヤママチ|熊本桜山町|熊本县さくらやままち|熊本县サクラヤママチ|熊本县桜山町|熊本県さくらやままち|熊本県サクラヤママチ|熊本県桜山町|熊本縣さくらやままち|熊本縣サクラヤママチ|熊本縣桜山町
Sakurazaka (Fukuoka Prefecture)	33.57719	130.38775	PPLX	0	sakurazaka|さくらざか|桜坂|fukuokaprefecture|ふくおかけん|福冈县|福岡|福岡県|福岡縣|ふくおかけんさくらざか|ふくおかけん桜坂|福冈县さくらざか|福冈县桜坂|福岡さくらざか|福岡桜坂|福岡県さくらざか|福岡県桜坂|福岡縣さくらざか|福岡縣桜坂
Sakurazaka (Ōsaka-fu)	34.47812	135.64673	PPLX	0	sakurazaka|さくら坂|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふさくら坂|大阪さくら坂|大阪府さくら坂
Sakurazawa (Aomori-ken)	40.52038	141.3765	PPL	0	sakurazawa|さくらざわ|サクラザワ|桜沢|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんさくらざわ|あおもりけんサクラザワ|あおもりけん桜沢|アオモリケンさくらざわ|アオモリケンサクラザワ|アオモリケン桜沢|青森さくらざわ|青森サクラザワ|青森桜沢|青森县さくらざわ|青森县サクラザワ|青森县桜沢|青森県さくらざわ|青森県サクラザワ|青森県桜沢|青森縣さくらざわ|青森縣サクラザワ|青森縣桜沢
Sakurazuka (Ōsaka-fu)	34.78368	135.4649	PPL	0	sakurazuka|桜塚|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふ桜塚|大阪桜塚|大阪府桜塚
Sakurazutsumi (Shizuoka)	35.14507	138.90576	PPL	0	sakurazutsumi|桜堤|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか桜堤|しずおかけん桜堤|シズオカ桜堤|シズオカケン桜堤|静冈县桜堤|静岡桜堤|静岡県桜堤|靜岡縣桜堤
Sakurazutsumi (Tokyo Prefecture)	35.70915	139.53482	PPLX	0	sakurazutsumi|桜堤|tokyoprefecture|とうきょうと|东京都|東京|東京都|とうきょうと桜堤|东京都桜堤|東京桜堤|東京都桜堤
Sakusabe (Chiba-ken)	35.62622	140.12021	PPLX	0	sakusabe|作草部|chibaken|ちばけん|千叶县|千葉|千葉県|千葉縣|ちばけん作草部|千叶县作草部|千葉作草部|千葉県作草部|千葉縣作草部
Sakushindai (Chiba-ken)	35.69287	140.08596	PPLX	0	sakushindai|作新台|chibaken|ちばけん|千叶县|千葉|千葉県|千葉縣|ちばけん作新台|千叶县作新台|千葉作新台|千葉県作新台|千葉縣作新台
Sakushu (Hokkaido)	43.52195	143.79507	PPL	0	sakushu|さくしゅう|サクシュウ|作集|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうさくしゅう|ほっかいどうサクシュウ|ほっかいどう作集|ホッカイドウさくしゅう|ホッカイドウサクシュウ|ホッカイドウ作集|北海さくしゅう|北海サクシュウ|北海作集|北海道さくしゅう|北海道サクシュウ|北海道作集
Sakuwa (Aomori-ken)	40.38131	141.34675	PPL	0	sakuwa|さくわ|サクワ|作和|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんさくわ|あおもりけんサクワ|あおもりけん作和|アオモリケンさくわ|アオモリケンサクワ|アオモリケン作和|青森さくわ|青森サクワ|青森作和|青森县さくわ|青森县サクワ|青森县作和|青森県さくわ|青森県サクワ|青森県作和|青森縣さくわ|青森縣サクワ|青森縣作和
Sakuyama (Tochigi)	36.8	140.01667	PPL	0	sakuyama|tochigi|とちぎ|とちぎけん|トチギ|トチギケン|栃木|栃木县|栃木県|栃木縣|櫔木縣
Sakuzawa (Iwate)	39.00076	141.70668	PPL	0	sakuzawa|さくざわ|サクザワ|作沢|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわてさくざわ|いわてサクザワ|いわて作沢|いわてけんさくざわ|いわてけんサクザワ|いわてけん作沢|イワテさくざわ|イワテサクザワ|イワテ作沢|イワテケンさくざわ|イワテケンサクザワ|イワテケン作沢|岩手さくざわ|岩手サクザワ|岩手作沢|岩手县さくざわ|岩手县サクザワ|岩手县作沢|岩手県さくざわ|岩手県サクザワ|岩手県作沢|岩手縣さくざわ|岩手縣サクザワ|岩手縣作沢
Sakuzōhara (Yamagata-ken)	38.68383	140.58574	PPL	0	sakuzōhara|sakuzohara|さくぞうはら|サクゾウハラ|作造原|yamagataken|やまかたけん|山形|山形县|山形県|山形縣|やまかたけんさくぞうはら|やまかたけんサクゾウハラ|やまかたけん作造原|山形さくぞうはら|山形サクゾウハラ|山形作造原|山形县さくぞうはら|山形县サクゾウハラ|山形县作造原|山形県さくぞうはら|山形県サクゾウハラ|山形県作造原|山形縣さくぞうはら|山形縣サクゾウハラ|山形縣作造原
Sakyoyama (Aichi-ken)	35.06877	136.95971	PPLX	0	sakyoyama|左京山|aichiken|あいちけん|愛知|愛知県|愛知縣|爱知县|あいちけん左京山|愛知左京山|愛知県左京山|愛知縣左京山|爱知县左京山
Sakyō Ku (Kyoto Prefecture)	35.16563	135.79625	ADM3	0	sakyōku|sakyoku|さきょうく|サキョウク|京都市左京区|左京区|kyotoprefecture|きょうと|きょうとふ|キョウト|キョウトフ|京都|京都府|きょうとさきょうく|きょうとサキョウク|きょうと京都市左京区|きょうと左京区|きょうとふさきょうく|きょうとふサキョウク|きょうとふ京都市左京区|きょうとふ左京区|キョウトさきょうく|キョウトサキョウク|キョウト京都市左京区|キョウト左京区|キョウトフさきょうく|キョウトフサキョウク|キョウトフ京都市左京区|キョウトフ左京区|京都さきょうく|京都サキョウク|京都京都市左京区|京都左京区|京都府さきょうく|京都府サキョウク|京都府京都市左京区|京都府左京区
Sama (Tottori)	35.44496	133.49867	PPL	0	sama|佐摩|tottori|とっとり|とっとりけん|トットリ|トットリケン|鳥取|鳥取県|鳥取縣|鸟取县|とっとり佐摩|とっとりけん佐摩|トットリ佐摩|トットリケン佐摩|鳥取佐摩|鳥取県佐摩|鳥取縣佐摩|鸟取县佐摩
Samamai (Hokkaido)	42.96715	143.46175	PPL	0	samamai|さままい|サママイ|様舞|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうさままい|ほっかいどうサママイ|ほっかいどう様舞|ホッカイドウさままい|ホッカイドウサママイ|ホッカイドウ様舞|北海さままい|北海サママイ|北海様舞|北海道さままい|北海道サママイ|北海道様舞
Samani Chō (Hokkaido)	42.15791	143.05679	ADM3	4811	samanichō|samanicho|さまにちょう|サマニチョウ|様似町|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうさまにちょう|ほっかいどうサマニチョウ|ほっかいどう様似町|ホッカイドウさまにちょう|ホッカイドウサマニチョウ|ホッカイドウ様似町|北海さまにちょう|北海サマニチョウ|北海様似町|北海道さまにちょう|北海道サマニチョウ|北海道様似町
Samani-gun (Hokkaido)	42.15446	143.04705	ADM2	0	samanigun|さまにぐん|様似郡|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどうさまにぐん|ほっかいどう様似郡|ホッカイドウさまにぐん|ホッカイドウ様似郡|北海さまにぐん|北海様似郡|北海道さまにぐん|北海道様似郡
Samata (Kumamoto)	32.62114	130.82129	PPL	9392	samata|さまた|サマタ|佐俣|kumamoto|くまもと|くまもとけん|クマモト|クマモトケン|熊本|熊本县|熊本県|熊本縣|くまもとさまた|くまもとサマタ|くまもと佐俣|くまもとけんさまた|くまもとけんサマタ|くまもとけん佐俣|クマモトさまた|クマモトサマタ|クマモト佐俣|クマモトケンさまた|クマモトケンサマタ|クマモトケン佐俣|熊本さまた|熊本サマタ|熊本佐俣|熊本县さまた|熊本县サマタ|熊本县佐俣|熊本県さまた|熊本県サマタ|熊本県佐俣|熊本縣さまた|熊本縣サマタ|熊本縣佐俣
Samban (Okayama-ken)	34.6	133.98333	PPL	0	samban|okayamaken|おかやまけん|冈山县|岡山|岡山県|岡山縣
Samban (Tokyo Prefecture)	35.71667	139.4	PPL	0	samban|tokyoprefecture|とうきょうと|东京都|東京|東京都
Sambanchō (Kagawa-ken)	34.34197	134.04431	PPLX	0	sambanchō|sambancho|kagawaken|かかわけん|香川|香川县|香川県|香川縣
Sambanzawa (Hokkaido)	43.08333	145.03333	PPL	0	sambanzawa|三番沢|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道|ほっかいどう三番沢|ホッカイドウ三番沢|北海三番沢|北海道三番沢
Sambongi (Hokkaido)	43.67296	145.12459	PPL	0	sambongi|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道
Sambu-gun (Chiba-ken)	35.68843	140.45346	ADM2	0	sambugun|さんぶぐん|山武郡|chibaken|ちばけん|千叶县|千葉|千葉県|千葉縣|ちばけんさんぶぐん|ちばけん山武郡|千叶县さんぶぐん|千叶县山武郡|千葉さんぶぐん|千葉山武郡|千葉県さんぶぐん|千葉県山武郡|千葉縣さんぶぐん|千葉縣山武郡
Sambuichi (Shimane-ken)	34.55	131.71667	PPL	0	sambuichi|shimaneken|しまねけん|シマネケン|岛根县|島根|島根県|島根縣
Samegawa Mura (Fukushima-ken)	37.01239	140.5107	ADM3	3924	samegawamura|さめかわむら|サメガワムラ|鮫川村|fukushimaken|ふくしまけん|福岛县|福島|福島県|福島縣|ふくしまけんさめかわむら|ふくしまけんサメガワムラ|ふくしまけん鮫川村|福岛县さめかわむら|福岛县サメガワムラ|福岛县鮫川村|福島さめかわむら|福島サメガワムラ|福島鮫川村|福島県さめかわむら|福島県サメガワムラ|福島県鮫川村|福島縣さめかわむら|福島縣サメガワムラ|福島縣鮫川村
Samejima (Shizuoka)	35.13756	138.67821	PPL	0	samejima|鮫島|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか鮫島|しずおかけん鮫島|シズオカ鮫島|シズオカケン鮫島|静冈县鮫島|静岡鮫島|静岡県鮫島|靜岡縣鮫島
Samemachi (Aomori-ken)	40.53361	141.55417	PPL	0	samemachi|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣
Sameno (Kagoshima-ken)	31.85	130.28333	PPL	0	sameno|kagoshimaken|かごしまけん|鹿儿岛县|鹿児島|鹿児島県|鹿兒島縣
Samenokuchi (Aomori-ken)	40.58063	141.41998	PPL	0	samenokuchi|さめのくち|サメノクチ|鮫ノ口|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんさめのくち|あおもりけんサメノクチ|あおもりけん鮫ノ口|アオモリケンさめのくち|アオモリケンサメノクチ|アオモリケン鮫ノ口|青森さめのくち|青森サメノクチ|青森鮫ノ口|青森县さめのくち|青森县サメノクチ|青森县鮫ノ口|青森県さめのくち|青森県サメノクチ|青森県鮫ノ口|青森縣さめのくち|青森縣サメノクチ|青森縣鮫ノ口
Samenokuchi (Aomori-ken)	40.36215	141.25112	PPL	0	samenokuchi|さめのくち|サメノクチ|鮫ノ口|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんさめのくち|あおもりけんサメノクチ|あおもりけん鮫ノ口|アオモリケンさめのくち|アオモリケンサメノクチ|アオモリケン鮫ノ口|青森さめのくち|青森サメノクチ|青森鮫ノ口|青森县さめのくち|青森县サメノクチ|青森县鮫ノ口|青森県さめのくち|青森県サメノクチ|青森県鮫ノ口|青森縣さめのくち|青森縣サメノクチ|青森縣鮫ノ口
Samenokuchi (Aomori-ken)	40.38609	141.41889	PPL	0	samenokuchi|さめのくち|サメノクチ|鮫ノ口|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんさめのくち|あおもりけんサメノクチ|あおもりけん鮫ノ口|アオモリケンさめのくち|アオモリケンサメノクチ|アオモリケン鮫ノ口|青森さめのくち|青森サメノクチ|青森鮫ノ口|青森县さめのくち|青森县サメノクチ|青森县鮫ノ口|青森県さめのくち|青森県サメノクチ|青森県鮫ノ口|青森縣さめのくち|青森縣サメノクチ|青森縣鮫ノ口
Samenoura (Miyagi-ken)	38.38278	141.48738	PPL	0	samenoura|さめのうら|サメノウラ|鮫浦|miyagiken|みやぎけん|ミヤギケン|宫城县|宮城|宮城县|宮城県|宮城縣|みやぎけんさめのうら|みやぎけんサメノウラ|みやぎけん鮫浦|ミヤギケンさめのうら|ミヤギケンサメノウラ|ミヤギケン鮫浦|宫城县さめのうら|宫城县サメノウラ|宫城县鮫浦|宮城さめのうら|宮城サメノウラ|宮城鮫浦|宮城县さめのうら|宮城县サメノウラ|宮城县鮫浦|宮城県さめのうら|宮城県サメノウラ|宮城県鮫浦|宮城縣さめのうら|宮城縣サメノウラ|宮城縣鮫浦
Sami (Nara-ken)	34.54336	135.76944	PPL	0	sami|佐味|naraken|ならけん|奈良|奈良县|奈良県|奈良縣|ならけん佐味|奈良佐味|奈良县佐味|奈良県佐味|奈良縣佐味
Samimachi (Ishikawa-ken)	36.37999	136.39565	PPL	0	samimachi|佐美町|ishikawaken|いしかわけん|石川|石川县|石川県|石川縣|いしかわけん佐美町|石川佐美町|石川县佐美町|石川県佐美町|石川縣佐美町
Samizu (Wakayama)	34.26953	135.57939	PPL	0	samizu|作水|wakayama|わかやま|わかやまけん|ワカヤマ|ワカヤマケン|和歌山|和歌山县|和歌山県|和歌山縣|わかやま作水|わかやまけん作水|ワカヤマ作水|ワカヤマケン作水|和歌山作水|和歌山县作水|和歌山県作水|和歌山縣作水
Sammaigama (Hokkaido)	43.3	145.08333	PPL	0	sammaigama|hokkaido|ほっかいどう|ホッカイドウ|北海|北海道
Sammeicho (Ōsaka-fu)	34.64225	135.51983	PPLX	0	sammeicho|三明町|ōsakafu|osakafu|おおさかふ|大阪|大阪府|おおさかふ三明町|大阪三明町|大阪府三明町
Sammi (Yamaguchi)	34.38333	131.35	PPL	0	sammi|yamaguchi|やまぐち|やまぐちけん|ヤマグチ|ヤマグチケン|山口|山口县|山口県|山口縣
Sammiura (Yamaguchi)	34.4	131.33333	PPL	0	sammiura|yamaguchi|やまぐち|やまぐちけん|ヤマグチ|ヤマグチケン|山口|山口县|山口県|山口縣
Samonchō (Tokyo Prefecture)	35.6862	139.72157	PPL	0	samonchō|samoncho|左門町|tokyoprefecture|とうきょうと|东京都|東京|東京都|とうきょうと左門町|东京都左門町|東京左門町|東京都左門町
Sampoku (Niigata-ken)	38.48833	139.55	PPL	0	sampoku|niigataken|にいかたけん|新潟|新潟县|新潟県|新潟縣
Samugawa (Chiba-ken)	35.59667	140.13333	PPL	0	samugawa|chibaken|ちばけん|千叶县|千葉|千葉県|千葉縣
Samukawa Machi (Kanagawa)	35.37686	139.38588	ADM3	47971	samukawamachi|さむかわまち|サムカワマチ|寒川町|kanagawa|かなかわ|かなかわけん|カナガワ|カナガワケン|神奈川|神奈川县|神奈川県|神奈川縣|かなかわさむかわまち|かなかわサムカワマチ|かなかわ寒川町|かなかわけんさむかわまち|かなかわけんサムカワマチ|かなかわけん寒川町|カナガワさむかわまち|カナガワサムカワマチ|カナガワ寒川町|カナガワケンさむかわまち|カナガワケンサムカワマチ|カナガワケン寒川町|神奈川さむかわまち|神奈川サムカワマチ|神奈川寒川町|神奈川县さむかわまち|神奈川县サムカワマチ|神奈川县寒川町|神奈川県さむかわまち|神奈川県サムカワマチ|神奈川県寒川町|神奈川縣さむかわまち|神奈川縣サムカワマチ|神奈川縣寒川町
Samuraihama (Miyagi-ken)	38.3836	141.43394	PPL	0	samuraihama|さむらいはま|サムライハマ|侍浜|miyagiken|みやぎけん|ミヤギケン|宫城县|宮城|宮城县|宮城県|宮城縣|みやぎけんさむらいはま|みやぎけんサムライハマ|みやぎけん侍浜|ミヤギケンさむらいはま|ミヤギケンサムライハマ|ミヤギケン侍浜|宫城县さむらいはま|宫城县サムライハマ|宫城县侍浜|宮城さむらいはま|宮城サムライハマ|宮城侍浜|宮城县さむらいはま|宮城县サムライハマ|宮城县侍浜|宮城県さむらいはま|宮城県サムライハマ|宮城県侍浜|宮城縣さむらいはま|宮城縣サムライハマ|宮城縣侍浜
Samuraijima (Fukuoka Prefecture)	33.20991	130.45033	PPL	0	samuraijima|侍島|fukuokaprefecture|ふくおかけん|福冈县|福岡|福岡県|福岡縣|ふくおかけん侍島|福冈县侍島|福岡侍島|福岡県侍島|福岡縣侍島
Samuraimura (Iwate)	40.17041	141.31607	PPL	0	samuraimura|さむらいむら|サムライムラ|侍村|iwate|いわて|いわてけん|イワテ|イワテケン|岩手|岩手县|岩手県|岩手縣|いわてさむらいむら|いわてサムライムラ|いわて侍村|いわてけんさむらいむら|いわてけんサムライムラ|いわてけん侍村|イワテさむらいむら|イワテサムライムラ|イワテ侍村|イワテケンさむらいむら|イワテケンサムライムラ|イワテケン侍村|岩手さむらいむら|岩手サムライムラ|岩手侍村|岩手县さむらいむら|岩手县サムライムラ|岩手县侍村|岩手県さむらいむら|岩手県サムライムラ|岩手県侍村|岩手縣さむらいむら|岩手縣サムライムラ|岩手縣侍村
Samuro (Chiba-ken)	35.26496	140.3444	PPL	0	samuro|さむろ|サムロ|佐室|chibaken|ちばけん|千叶县|千葉|千葉県|千葉縣|ちばけんさむろ|ちばけんサムロ|ちばけん佐室|千叶县さむろ|千叶县サムロ|千叶县佐室|千葉さむろ|千葉サムロ|千葉佐室|千葉県さむろ|千葉県サムロ|千葉県佐室|千葉縣さむろ|千葉縣サムロ|千葉縣佐室
San (Kagoshima-ken)	27.86667	128.95	PPL	0	san|kagoshimaken|かごしまけん|鹿儿岛县|鹿児島|鹿児島県|鹿兒島縣|かごしまけん山|鹿儿岛县山|鹿児島山|鹿児島県山|鹿兒島縣山
San'yō-onoda Shi (Yamaguchi)	34.03956	131.15417	ADM2	64959	san'yōonodashi|san'yoonodashi|さんようおのだし|サンヨウオノダシ|山陽小野田|山陽小野田市|yamaguchi|やまぐち|やまぐちけん|ヤマグチ|ヤマグチケン|山口|山口县|山口県|山口縣|やまぐちさんようおのだし|やまぐちサンヨウオノダシ|やまぐち山陽小野田|やまぐち山陽小野田市|やまぐちけんさんようおのだし|やまぐちけんサンヨウオノダシ|やまぐちけん山陽小野田|やまぐちけん山陽小野田市|ヤマグチさんようおのだし|ヤマグチサンヨウオノダシ|ヤマグチ山陽小野田|ヤマグチ山陽小野田市|ヤマグチケンさんようおのだし|ヤマグチケンサンヨウオノダシ|ヤマグチケン山陽小野田|ヤマグチケン山陽小野田市|山口さんようおのだし|山口サンヨウオノダシ|山口山陽小野田|山口山陽小野田市|山口县さんようおのだし|山口县サンヨウオノダシ|山口县山陽小野田|山口县山陽小野田市|山口県さんようおのだし|山口県サンヨウオノダシ|山口県山陽小野田|山口県山陽小野田市|山口縣さんようおのだし|山口縣サンヨウオノダシ|山口縣山陽小野田|山口縣山陽小野田市
Sanada (Kanagawa)	35.37084	139.27986	PPL	0	sanada|真田|kanagawa|かなかわ|かなかわけん|カナガワ|カナガワケン|神奈川|神奈川县|神奈川県|神奈川縣|かなかわ真田|かなかわけん真田|カナガワ真田|カナガワケン真田|神奈川真田|神奈川县真田|神奈川県真田|神奈川縣真田
Sanada (Niigata-ken)	37.11929	138.69227	PPL	0	sanada|真田|niigataken|にいかたけん|新潟|新潟县|新潟県|新潟縣|にいかたけん真田|新潟真田|新潟县真田|新潟県真田|新潟縣真田
Sanadamachi-osa (Nagano-ken)	36.45215	138.32339	PPL	0	sanadamachiosa|真田町長|naganoken|なかのけん|長野|長野県|長野縣|长野县|なかのけん真田町長|長野真田町長|長野県真田町長|長野縣真田町長|长野县真田町長
Sanadamachi-soehi (Nagano-ken)	36.46514	138.28715	PPL	0	sanadamachisoehi|真田町傍陽|naganoken|なかのけん|長野|長野県|長野縣|长野县|なかのけん真田町傍陽|長野真田町傍陽|長野県真田町傍陽|長野縣真田町傍陽|长野县真田町傍陽
Sanae (Niigata-ken)	37.87002	139.08982	PPLX	0	sanae|早苗|niigataken|にいかたけん|新潟|新潟县|新潟県|新潟縣|にいかたけん早苗|新潟早苗|新潟县早苗|新潟県早苗|新潟縣早苗
Sanagaya (Saitama-ken)	36.00605	139.67774	PPL	0	sanagaya|さなかや|サナガヤ|実ケ谷|saitamaken|埼玉|埼玉县|埼玉県|埼玉縣|埼玉さなかや|埼玉サナガヤ|埼玉実ケ谷|埼玉县さなかや|埼玉县サナガヤ|埼玉县実ケ谷|埼玉県さなかや|埼玉県サナガヤ|埼玉県実ケ谷|埼玉縣さなかや|埼玉縣サナガヤ|埼玉縣実ケ谷
Sanaguchō (Mie-ken)	34.80354	136.16718	PPL	0	sanaguchō|sanagucho|佐那具町|mieken|みえけん|三重|三重县|三重県|三重縣|みえけん佐那具町|三重佐那具町|三重县佐那具町|三重県佐那具町|三重縣佐那具町
Sanagōchi (Tokushima-ken)	33.9931	134.45328	PPL	2058	sanagōchi|sanagochi|佐那河内村|tokushimaken|とくしまけん|徳島|徳島県|德岛县|德島縣|とくしまけん佐那河内村|徳島佐那河内村|徳島県佐那河内村|德岛县佐那河内村|德島縣佐那河内村
Sanagōchi Son (Tokushima-ken)	33.9823	134.45031	ADM3	2631	sanagōchison|sanagochison|さなごうちそん|サナゴウチソン|佐那河内村|tokushimaken|とくしまけん|徳島|徳島県|德岛县|德島縣|とくしまけんさなごうちそん|とくしまけんサナゴウチソン|とくしまけん佐那河内村|徳島さなごうちそん|徳島サナゴウチソン|徳島佐那河内村|徳島県さなごうちそん|徳島県サナゴウチソン|徳島県佐那河内村|德岛县さなごうちそん|德岛县サナゴウチソン|德岛县佐那河内村|德島縣さなごうちそん|德島縣サナゴウチソン|德島縣佐那河内村
Sanarudai (Shizuoka)	34.7039	137.70274	PPLX	0	sanarudai|佐鳴台|shizuoka|しずおか|しずおかけん|シズオカ|シズオカケン|静冈县|静岡|静岡県|靜岡縣|しずおか佐鳴台|しずおかけん佐鳴台|シズオカ佐鳴台|シズオカケン佐鳴台|静冈县佐鳴台|静岡佐鳴台|静岡県佐鳴台|靜岡縣佐鳴台
Sanbanchō (Ehime)	33.83777	132.77098	PPLX	0	sanbanchō|sanbancho|ehime|えひめ|えひめけん|エヒメ|エヒメケン|愛媛|愛媛県|愛媛縣|爱媛县
Sanbanchō (Tokyo Prefecture)	35.69033	139.74506	PPL	0	sanbanchō|sanbancho|三番町|tokyoprefecture|とうきょうと|东京都|東京|東京都|とうきょうと三番町|东京都三番町|東京三番町|東京都三番町
Sanbashidōri (Kochi Prefecture)	33.54651	133.54993	PPLX	0	sanbashidōri|sanbashidori|桟橋通|kochiprefecture|こうち|こうちけん|コウチ|コウチケン|高知|高知县|高知県|高知縣|こうち桟橋通|こうちけん桟橋通|コウチ桟橋通|コウチケン桟橋通|高知桟橋通|高知县桟橋通|高知県桟橋通|高知縣桟橋通
Sanbechō-ikeda (Shimane-ken)	35.14679	132.59537	PPL	0	sanbechōikeda|sanbechoikeda|三瓶町池田|shimaneken|しまねけん|シマネケン|岛根县|島根|島根県|島根縣|しまねけん三瓶町池田|シマネケン三瓶町池田|岛根县三瓶町池田|島根三瓶町池田|島根県三瓶町池田|島根縣三瓶町池田
Sanbechō-koyahara (Shimane-ken)	35.16078	132.61487	PPL	0	sanbechōkoyahara|sanbechokoyahara|三瓶町小屋原|shimaneken|しまねけん|シマネケン|岛根县|島根|島根県|島根縣|しまねけん三瓶町小屋原|シマネケン三瓶町小屋原|岛根县三瓶町小屋原|島根三瓶町小屋原|島根県三瓶町小屋原|島根縣三瓶町小屋原
Sanbechō-shigaku (Shimane-ken)	35.11667	132.63333	PPL	0	sanbechōshigaku|sanbechoshigaku|三瓶町志学|shimaneken|しまねけん|シマネケン|岛根县|島根|島根県|島根縣|しまねけん三瓶町志学|シマネケン三瓶町志学|岛根县三瓶町志学|島根三瓶町志学|島根県三瓶町志学|島根縣三瓶町志学
Sanbongi (Aomori-ken)	40.61644	141.25082	PPL	0	sanbongi|さんぼんぎ|サンボンギ|三本木|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんさんぼんぎ|あおもりけんサンボンギ|あおもりけん三本木|アオモリケンさんぼんぎ|アオモリケンサンボンギ|アオモリケン三本木|青森さんぼんぎ|青森サンボンギ|青森三本木|青森县さんぼんぎ|青森县サンボンギ|青森县三本木|青森県さんぼんぎ|青森県サンボンギ|青森県三本木|青森縣さんぼんぎ|青森縣サンボンギ|青森縣三本木
Sanbongi (Aomori-ken)	40.59219	141.40402	PPL	0	sanbongi|さんぼんぎ|サンボンギ|三本木|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんさんぼんぎ|あおもりけんサンボンギ|あおもりけん三本木|アオモリケンさんぼんぎ|アオモリケンサンボンギ|アオモリケン三本木|青森さんぼんぎ|青森サンボンギ|青森三本木|青森县さんぼんぎ|青森县サンボンギ|青森县三本木|青森県さんぼんぎ|青森県サンボンギ|青森県三本木|青森縣さんぼんぎ|青森縣サンボンギ|青森縣三本木
Sanbongi (Aomori-ken)	40.83345	140.83956	PPL	0	sanbongi|さんぼんぎ|サンボンギ|三本木|aomoriken|あおもりけん|アオモリケン|青森|青森县|青森県|青森縣|あおもりけんさんぼんぎ|あおもりけんサンボンギ|あおもりけん三本木|アオモリケンさんぼんぎ|アオモリケンサンボンギ|アオモリケン三本木|青森さんぼんぎ|青森サンボンギ|青森三本木|青森县さんぼんぎ|青森县サンボンギ|青森县三本木|青森県さんぼんぎ|青森県サンボンギ|青森県三本木|青森縣さんぼんぎ|青森縣サンボンギ|青森縣三本木
Sanbongi (Miyagi-ken)	38.52444	140.94139	PPL	0	sanbongi|三本木|miyagiken|みやぎけん|ミヤギケン|宫城县|宮城|宮城县|宮城県|宮城縣|みやぎけん三本木|ミヤギケン三本木|宫城县三本木|宮城三本木|宮城县三本木|宮城県三本木|宮城縣三本木
Sanbongi (Niigata-ken)	37.75407	139.17543	PPL	0	sanbongi|三本木|niigataken|にいかたけん|新潟|新潟县|新潟県|新潟縣|にいかたけん三本木|新潟三本木|新潟县三本木|新潟県三本木|新潟縣三本木
Sanbongi (Yamagata-ken)	38.79318	139.84994	PPL	0	sanbongi|三本木|yamagataken|やまかたけん|山形|山形县|山形県|山形縣|やまかたけん三本木|山形三本木|山形县三本木|山形県三本木|山形縣三本木
